,id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
612,612,BMW,750 i,2018,42000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,38500
613,613,Toyota,GR86 Premium,2015,65000,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,43500
614,614,Maserati,Ghibli S Q4,2015,5200,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,None reported,Yes,21500
615,615,Buick,LaCrosse Leather,2011,132272,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,5000
616,616,Bentley,Arnage R,2005,130000,Gasoline,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,2899
617,617,Ford,Fusion Hybrid Base,2011,110000,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,None reported,Yes,6000
618,618,Hyundai,Veloster Turbo R-Spec,2014,128000,Gasoline,201.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Red,At least 1 accident or damage reported,Yes,11000
619,619,Chrysler,Pacifica Touring,2021,4700,–,–,9-Speed A/T,Gray,Black,None reported,Yes,45999
620,620,Ford,F-250 King Ranch,2022,44000,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Silver,Brown,None reported,Yes,44000
621,621,Mercedes-Benz,CLA-Class CLA 250,2014,86300,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,15500
622,622,Dodge,Ram 1500 ST,2008,187000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,6500
623,623,Mercedes-Benz,AMG E 63 S 4MATIC,2019,40000,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Brown,None reported,Yes,57000
624,624,INFINITI,QX60 Base,2017,91239,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,17000
625,625,Ford,Mustang GT,2020,42728,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,46500
626,626,Audi,R8 5.2 V10 plus,2017,61000,Gasoline,610.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,None reported,Yes,87000
627,627,Volkswagen,Golf SportWagen TSI SE,2017,33850,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,16500
628,628,Mercedes-Benz,G-Class G 550 4MATIC,2017,23151,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39860
629,629,Chevrolet,Tahoe LTZ,2009,111228,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,10900
630,630,Land,Rover Range Rover Evoque SE Premium,2016,50000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,50000
631,631,Audi,A8 L 55,2019,41000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,Yes,49999
632,632,Ford,Transit-350 XLT,2019,32000,E85 Flex Fuel,275.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Blue,Gray,None reported,Yes,39000
633,633,Ford,Bronco Wildtrak Advanced,2022,1500,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,74500
634,634,Lexus,ES 350 Base,2016,72900,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,22999
635,635,Hyundai,Genesis Coupe 3.8 Base,2019,46000,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,50000
636,636,Hummer,H2 Base,2005,155500,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Brown,At least 1 accident or damage reported,Yes,5800
637,637,Ford,Transit-350 Base,2021,24850,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,79999
638,638,Toyota,Tundra SR5 Access Cab,2004,162000,Gasoline,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,7300
639,639,Chevrolet,Silverado 2500 LT,2018,54500,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Blue,Black,None reported,Yes,37300
640,640,Hyundai,Sonata Hybrid Limited,2015,107000,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,16000
641,641,Porsche,911 Carrera Cabriolet,1995,127000,–,–,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,20000
642,642,Volvo,S60 T5 Premier Plus,2015,57550,Gasoline,250.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,At least 1 accident or damage reported,Yes,37500
643,643,Ford,Mustang GT Premium,2012,49990,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,21000
644,644,Audi,TT 2.0T Premium,2015,64549,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,19000
645,645,Ford,Bronco Badlands Advanced,2021,33080,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,42000
646,646,Mercedes-Benz,GLE 350 Base 4MATIC,2020,49899,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,59980
647,647,Maserati,Ghibli S Q4 GranSport,2021,12500,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,86900
648,648,Ford,Ranger XLT,2002,161900,E85 Flex Fuel,152.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Gray,Gold,At least 1 accident or damage reported,Yes,3950
649,649,Toyota,Highlander XLE,2016,53677,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gray,None reported,Yes,24850
650,650,BMW,328 i,2014,84709,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,13800
651,651,Nissan,Xterra Pro-4X,2017,77000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Gray,At least 1 accident or damage reported,Yes,19996
652,652,Subaru,Forester Premium,2020,22227,Gasoline,2.4L H4 16V GDI DOHC Turbo,Automatic CVT,White,Gray,None reported,Yes,35113
653,653,RAM,1500 Laramie,2006,170000,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,5800
654,654,Mercedes-Benz,E-Class E 400 4MATIC,2021,14381,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Red,Black,None reported,Yes,44249
655,655,Audi,Q7 3.0T Premium Plus,2015,70773,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,61599
656,656,Ford,F-150 XLT,2021,61874,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,Black,None reported,Yes,47995
657,657,Ford,Expedition Max XLT,2021,7388,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Black,None reported,Yes,54999
658,658,Ford,F-150 Platinum,2020,54000,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,425000
659,659,Land,Rover Range Rover P530 SE LWB 7 Seat,2023,2046,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,77900
660,660,Chevrolet,Corvette Stingray w/2LT,2021,12500,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,24000
661,661,Mercedes-Benz,E-Class E 350 4MATIC,2011,134000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,11900
662,662,Toyota,Camry Solara SLE V6,2004,138000,Gasoline,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,5100
663,663,Ford,Mustang GT Premium,2010,69000,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,20000
664,664,Toyota,4Runner Trail,2010,157000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,9000
665,665,Audi,A4 2.0T Titanium Premium,2015,25300,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,40000
666,666,Toyota,Camry Hybrid Base,2014,112180,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Purple,Gray,None reported,Yes,8900
667,667,Dodge,Dakota Big Horn/Lone Star,2010,172024,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,7500
668,668,Mercedes-Benz,Sprinter 2500,2012,81696,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,White,Gray,None reported,Yes,15900
669,669,Ford,Ranger Lariat,2019,53550,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Red,–,None reported,Yes,35690
670,670,Chevrolet,Equinox LT,2011,110000,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,–,At least 1 accident or damage reported,Yes,6000
671,671,Rolls-Royce,Ghost Base,2017,16500,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,–,None reported,Yes,39900
672,672,Volkswagen,Beetle 2.0T S,2019,35340,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Red,None reported,Yes,23900
673,673,Kia,Stinger GT2,2017,49700,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,19900
674,674,Chevrolet,Camaro 2SS,2022,7500,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,47000
675,675,Jeep,Renegade Trailhawk,2013,162100,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,7500
676,676,Chevrolet,Corvette Stingray w/2LT,2021,13700,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,45000
677,677,Chevrolet,Camaro 1LT,2017,98000,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,12500
678,678,BMW,Z4 3.0i Roadster,2011,91420,Gasoline,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Beige,None reported,Yes,11900
679,679,Audi,A5 2.0T Premium Plus,2016,87500,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,18500
680,680,BMW,M5 Base,2018,18000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,45000
681,681,Ford,Explorer XLT,2017,115000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,29000
682,682,Jaguar,F-TYPE R,2017,26000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,80000
683,683,BMW,M6 Base,2018,27965,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Green,Black,None reported,Yes,45000
684,684,Porsche,911 Carrera S,2014,64800,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,18000
685,685,BMW,330 i xDrive,2017,63150,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,16000
686,686,Audi,S5 3.0T Prestige,2019,20394,Gasoline,3.0L V6 24V GDI DOHC Supercharged,8-Speed Automatic,Cobra Beige Metallic,Nougat Brown,None reported,Yes,229900
687,687,Lexus,GX 460 Base,2015,125900,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,101000
688,688,INFINITI,G37 x,2013,58880,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,21000
689,689,Ford,F-150 XLT,2016,107000,E85 Flex Fuel,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Gray,None reported,Yes,30000
690,690,Ford,E350 Super Duty XLT,2017,248000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Beige,None reported,Yes,16500
691,691,BMW,525 i,2012,122600,Gasoline,215.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,12900
692,692,Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,90189,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,17000
693,693,Ford,F-150 XLT,2020,22300,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,28300
694,694,Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,73500,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,20990
695,695,Lamborghini,Urus Base,2021,9500,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,279900
696,696,Mercedes-Benz,AMG G 63 Base,2017,40080,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,67000
697,697,Porsche,Panamera 2,2018,74000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,25500
698,698,Honda,Civic EX,2008,190640,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Beige,At least 1 accident or damage reported,Yes,2000
699,699,Jeep,Wagoneer Series III,2022,47907,Gasoline,5.7L V8 32V MPFI DOHC,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,40368
700,700,Chevrolet,Suburban Premier,2017,44800,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,52500
701,701,Buick,Envision Essence,2017,81880,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Summit White,Ebony,None reported,Yes,22495
702,702,Mercedes-Benz,E-Class E 350 4MATIC,2015,83112,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,17700
703,703,Ford,Expedition Max Limited,2021,67072,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,29900
704,704,Chevrolet,Suburban LT,2018,231500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,35000
705,705,Volkswagen,Atlas 3.6L SE w/Technology,2017,48210,Gasoline,276.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,24999
706,706,Porsche,Macan S,2018,29136,Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed A/T,Black,Black,None reported,Yes,64800
707,707,Dodge,Ram 1500 ST,2007,118000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,None reported,Yes,5900
708,708,Toyota,4Runner Limited,2018,27000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,53000
709,709,Porsche,718 Boxster S,2016,60000,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,37000
710,710,Porsche,911 Carrera C4S,2005,31678,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,21995
711,711,Ford,F-250 XLT,2019,92203,E85 Flex Fuel,6.0L V8 16V MPFI OHV Flexible Fuel,4-Speed Automatic,Summit White,Camel,None reported,Yes,39985
712,712,BMW,X5 xDrive35i,2017,28000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,45000
713,713,Mercedes-Benz,AMG C 43 Base 4MATIC,2017,54500,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,33999
714,714,Chevrolet,Express 1500 Cargo,2019,49098,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,None reported,Yes,47900
715,715,BMW,X6 M Base,2015,54293,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,At least 1 accident or damage reported,Yes,62500
716,716,Audi,S4 3.0T Premium Plus,2012,71280,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,19998
717,717,Ford,F-150 Lariat,2016,102000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,33900
718,718,Porsche,911 GT3 RS,2020,5409,Gasoline,4.0L H6 24V GDI DOHC,7-Speed Automatic with Auto-Shift,Python Green,Red,None reported,Yes,107900
719,719,Ford,F-150 Raptor,2023,3400,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,69645
720,720,Toyota,Land Cruiser Base,2016,269885,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29500
721,721,Acura,TLX Type S PMC Edition,2023,15500,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,44000
722,722,Ferrari,Roma Base,2021,12500,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,599000
723,723,Ford,F-150 Lariat,2020,5400,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,165000
724,724,BMW,435 i,2014,84500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,20000
725,725,Porsche,Cayenne Base,2017,59338,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,32999
726,726,Mercedes-Benz,AMG E 53 Base 4MATIC,2022,21214,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Obsidian Black Metallic,Black,None reported,Yes,84645
727,727,Kia,Optima LX,2014,87000,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,–,At least 1 accident or damage reported,Yes,15000
728,728,Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,65680,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,24950
729,729,Chevrolet,Suburban 1500 LTZ,2010,171750,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,14490
730,730,Bentley,Bentayga Speed,2020,15109,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,Beluga Black,Hotspur Hide,None reported,Yes,51899
731,731,Audi,A4 2.0T Premium,2011,90818,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,3995
732,732,Land,Rover Range Rover P400 SE LWB 7 Seat,2021,1685,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Beige,None reported,Yes,130000
733,733,MINI,Cooper S Base,2008,118000,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Beige,Black,None reported,Yes,5000
734,734,Hyundai,Sonata Sport 2.0T,2017,74500,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,15499
735,735,BMW,X6 xDrive40i,2023,28898,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,69900
736,736,BMW,M4 Competition xDrive,2022,7400,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Silver,None reported,Yes,114000
737,737,Ford,F-250 XLT,2019,124000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,None reported,Yes,40900
738,738,INFINITI,Q70 3.7X,2013,17340,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,29000
739,739,Mercedes-Benz,AMG G 63 Base,2019,35943,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,69500
740,740,GMC,Yukon XL SLT,2018,105674,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,22500
741,741,Land,Rover Range Rover HSE SWB,2021,16000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,75500
742,742,Volvo,S60 T6 Momentum,2020,46250,Gasoline,2.0L I4 16V GDI DOHC,8-Speed A/T,White,Charcoal,At least 1 accident or damage reported,Yes,32000
743,743,BMW,650 Gran Coupe i,2018,50000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,24950
744,744,Toyota,Camry Solara SLE V6,2008,86500,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,10900
745,745,Ford,F-250 XLT,2017,156453,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Beige,None reported,Yes,39000
746,746,Lexus,RX 350 F Sport Performance,2020,53649,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,26000
747,747,BMW,435 i,2014,80211,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15000
748,748,Audi,R8 5.2 V10 performance,2019,8940,Gasoline,610.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,39000
749,749,Mazda,Mazda3 i Touring,2014,148740,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,4700
750,750,Ford,Explorer Sport Trac XLT,2007,228000,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,3850
751,751,Volkswagen,Golf R 4-Door w/DCC & Navigation,2016,79600,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,28250
752,752,Audi,A6 55 Premium Plus,2021,25251,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,75000
753,753,Subaru,Impreza WRX,2014,106000,Gasoline,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,15750
754,754,Mazda,CX-30 Premium Package,2020,2636,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Blue Reflex Mica,Black,None reported,Yes,34645
755,755,Lexus,IS-F Base,2009,128000,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,9999
756,756,BMW,X6 xDrive50i,2019,50000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,61000
757,757,Ford,F-150 Lariat,2018,31250,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,42500
758,758,Lexus,RX 350 Base,2009,178000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,4500
759,759,Mercedes-Benz,E-Class E 450 4MATIC,2022,15443,Hybrid,369.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Gray,Brown,None reported,Yes,61900
760,760,Kia,Sorento LX V6,2019,99686,Gasoline,3.3L V6 24V GDI DOHC,8-Speed Automatic,Sparkling Silver,Satin Black,At least 1 accident or damage reported,Yes,20708
761,761,Mercedes-Benz,S-Class S 550 4MATIC,2018,99999,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,29999
762,762,Porsche,911 Carrera S,2013,43000,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,50000
763,763,Land,Rover Range Rover 3.0L V6 Supercharged HSE,2016,63150,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,66000
